x	y	z
0.55	15.26	49.38
0.8	15.56	49.38
1.47	14.95	-41.07
1.47	14.95	-76.72
1.61	14.37	-76.72
1.61	14.37	-124.26
1.38	14.02	-124.26
3.0	10.22	-66.93
2.14	9.77	-143.14
1.51	9.68	-163.47
1.18	9.69	179.25
0.32	9.52	-179.85
0.28	9.5	-158.6
0.27	5.94	-88.49
-1.62	4.77	-148.6
-1.01	3.87	-46.54
-0.24	2.27	-67.35
0.34	1.69	-46.88
0.31	1.07	-89.08
-0.33	0.69	-144.72
-0.33	0.69	-64.88
0.0	0.0	-64.88
