x	y	z
0.55	15.26	-61.72
1.17	14.1	-61.72
1.4	14.23	28.81
2.31	12.03	-66.06
2.5	10.66	-86.67
2.71	10.18	-66.45
1.83	9.78	-146.66
1.32	9.72	-166.69
0.92	9.74	179.64
0.06	9.57	-179.65
0.03	9.55	-158.27
0.02	5.99	-88.49
-1.92	4.74	-148.66
-1.92	4.57	-89.79
0.17	1.83	-47.02
0.12	0.97	-93.55
-0.34	0.7	-145.69
-0.34	0.7	-63.71
0.0	0.0	-63.71
