x	y	z
9.02	15.12	90.05
9.02	15.52	90.05
8.57	15.54	176.25
8.4	15.54	-178.61
8.04	15.55	177.36
6.73	13.94	-135.0
6.95	13.16	-64.41
7.04	12.54	-90.0
7.08	12.45	-68.36
6.95	11.91	-112.29
6.85	11.22	-90.0
6.07	10.02	-112.29
6.07	10.02	-57.01
6.15	9.89	-57.01
5.99	6.21	-92.39
4.45	4.85	-139.24
4.43	4.34	-89.19
1.94	1.69	-136.38
1.91	1.07	-89.81
0.8	0.52	-144.0
0.12	0.41	-165.49
-0.01	0.41	179.83
-0.01	0.41	-88.29
0.0	0.0	-88.29
